City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Turayf,SA,2021-10-02 15:40:29,31.6725,38.6637,91.65,21,0,9.22
279,Tarauaca,BR,2021-10-02 15:40:29,-8.1614,-70.7656,95.79,37,17,4.99
280,Tambura,SS,2021-10-02 15:40:29,5.6,27.4667,71.47,92,100,2.59
281,Khatanga,RU,2021-10-02 15:40:30,71.9667,102.5,20.8,98,91,2.66
282,Sabratah,LY,2021-10-02 15:40:30,32.7933,12.4885,79.0,52,27,10.69
283,Torbay,CA,2021-10-02 15:35:31,47.6666,-52.7314,65.88,76,75,14.97
284,Chadan,RU,2021-10-02 15:40:30,51.2833,91.5833,35.35,50,100,3.85
285,Aripuana,BR,2021-10-02 15:40:31,-9.1667,-60.6333,98.22,35,20,3.33
286,La Ronge,CA,2021-10-02 15:40:31,55.1001,-105.2842,46.65,76,20,1.14
287,Houma,US,2021-10-02 15:40:31,29.5958,-90.7195,82.99,86,100,7.27
288,Voh,NC,2021-10-02 15:40:31,-20.9667,164.7,68.74,93,21,5.44
289,Umm Kaddadah,SD,2021-10-02 15:40:32,13.6017,26.6876,95.16,13,10,10.58
290,Gavrilovka Vtoraya,RU,2021-10-02 15:40:32,52.877,42.7663,49.69,63,10,4.23
291,Butaritari,KI,2021-10-02 15:40:32,3.0707,172.7902,82.58,70,98,22.73
