City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
655,655,Bombay,IN,2021-10-02 15:41:28,19.0144,72.8479,84.18,89,40,4.61
656,656,Ixtapa,MX,2021-10-02 15:42:18,20.7,-105.2,81.23,83,75,5.75
657,657,Fare,PF,2021-10-02 15:42:19,-16.7,-151.0167,78.94,70,8,19.6
658,658,Miraflores,MX,2021-10-02 15:42:19,19.2167,-98.8083,65.05,75,93,0.16
659,659,Ojinaga,MX,2021-10-02 15:42:19,29.5667,-104.4167,78.57,64,1,5.75
660,660,Bentiu,SS,2021-10-02 15:42:20,9.2333,29.8333,80.1,71,87,2.15
662,662,Kulhudhuffushi,MV,2021-10-02 15:42:20,6.6221,73.07,82.09,78,100,15.59
663,663,Balabac,PH,2021-10-02 15:42:21,7.9868,117.0645,78.55,90,100,10.85
665,665,Karratha,AU,2021-10-02 15:37:38,-20.7377,116.8463,73.72,26,1,12.44
667,667,Hirado,JP,2021-10-02 15:42:22,33.3597,129.5531,70.36,70,0,3.65
668,668,Kashi,CN,2021-10-02 15:42:22,39.4547,75.9797,72.61,16,86,24.61
670,670,Dire Dawa,ET,2021-10-02 15:42:23,9.5931,41.8661,79.34,49,83,3.49
673,673,San Nicolas,PH,2021-10-02 15:42:24,18.1725,120.5953,78.71,83,20,2.3
675,675,Manggar,ID,2021-10-02 15:42:24,-2.8833,108.2667,79.12,82,96,3.62
677,677,Camacha,PT,2021-10-02 15:42:25,33.0833,-16.3333,72.36,64,40,12.66
678,678,Bergama,TR,2021-10-02 15:42:25,39.1207,27.1805,76.23,68,9,15.05
685,685,Jishou,CN,2021-10-02 15:42:27,28.3167,109.7167,78.46,70,20,1.86
